%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%		
%	Nome: Jhordan Abdalla Arrojo Martinez
%	Nome: Stevan Mosquetti Ribeiro
%							
%											24 Horas de Le Mans
%											(24 Heures du Mans)
%
%
%	Base de dados com registros de veículos da competição. Em Le Mans todos os veículos correm ao mesmo tempo mas só competem por colocações dentro de suas respectivas classes, estas são:
%
%	°LMP1: Le Mans Prototype 1; 
%	°LMP2: Le Mans Prototype 2; 
%	°LM_GTE_Pro: Le Mans Grand Touring Endurance Professional; 
%	°LM_GTE_Am: Le Mans Grand Touring Endurance Amateur.
%
%
% ATRIBUTO: velocidade (contínuo, REAL). Define a velocidade máxima (mph) do veículo (maior = melhor).
% ATRIBUTO: peso (contínuo, REAL). Define o peso do veículo (influência na dirigibilidade e aceleração, maior = pior).
% ATRIBUTO: potencia (contínuo, REAL). Define a força do motor em cavalos de potência (influencia na velocidade e aceleração, maior = melhor).
% ATRIBUTO:	idade (contínuo, REAL). Define por quantos anos o modelo do veículo está em produção (competidores da categoria LM_GTE_Am não podem correr com veículos de modelo mais novo que 1 ano). 
% ATRIBUTO: categoria (classe) LMP1, LMP2, LM_GTE_Pro, LM_GTE_Am. Define a categoria em que o veículo estará competindo.
%
% EXEMPLO: Aston Martin Vantage GT2
%			velocidade: 200
%			peso: 1245 
%			potencia: 500
%			idade: 0
%			categoria: LM_GTE_Pro
%
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION lemans

@ATTRIBUTE velocidade			REAL					
@ATTRIBUTE peso					REAL				
@ATTRIBUTE potencia				REAL	
@ATTRIBUTE idade				REAL	
@ATTRIBUTE categoria			{LMP1,LMP2,LM_GTE_Pro,LM_GTE_Am}					

@DATA
200,905,526,0,LMP2
214,955,533,0,LMP2
194,1201,486,0,LM_GTE_Pro
212,985,480,0,LMP2
191,1205,471,0,LM_GTE_Pro
193,1201,553,0,LM_GTE_Pro
209,965,521,0,LMP2
193,1236,453,0,LM_GTE_Pro
216,884,996,0,LMP1
218,874,1232,0,LMP1
197,1236,521,1,LM_GTE_Pro
190,1240,540,0,LM_GTE_Pro
204,966,548,0,LMP2
207,918,557,0,LMP2
207,996,553,0,LMP2
205,988,494,0,LMP2
209,974,502,0,LMP2
213,986,509,0,LMP2
198,1244,529,1,LM_GTE_Pro
209,932,528,0,LMP2
209,980,550,0,LMP2
198,1237,530,1,LM_GTE_Pro
192,1223,550,1,LM_GTE_Pro
208,976,509,0,LMP2
220,917,1000,0,LMP1
196,1208,456,1,LM_GTE_Am
198,1221,485,1,LM_GTE_Pro
214,986,520,0,LMP2
201,925,559,0,LMP2
212,909,529,0,LMP2
198,1228,453,1,LM_GTE_Pro
205,929,533,0,LMP2
194,1268,530,1,LM_GTE_Pro
213,943,518,0,LMP2
213,900,528,0,LMP2
191,1210,506,0,LM_GTE_Pro
194,1280,534,1,LM_GTE_Pro
203,937,498,0,LMP2
209,919,507,0,LMP2
216,866,1168,0,LMP1
206,932,520,0,LMP2
202,938,487,0,LMP2
212,949,541,0,LMP2
207,978,557,0,LMP2
196,1266,526,1,LM_GTE_Pro
217,864,1028,0,LMP1
202,958,492,0,LMP2
195,1221,529,1,LM_GTE_Am
198,1234,538,1,LM_GTE_Pro
190,1246,471,1,LM_GTE_Pro
203,973,542,0,LMP2
190,1201,499,0,LM_GTE_Pro
217,916,1146,0,LMP1
191,1209,490,0,LM_GTE_Pro
217,912,1033,0,LMP1
197,1225,489,1,LM_GTE_Pro
215,915,1213,0,LMP1
193,1214,473,0,LM_GTE_Pro
194,1206,471,0,LM_GTE_Pro
204,910,493,0,LMP2
213,975,533,0,LMP2
191,1249,467,1,LM_GTE_Pro
196,1252,476,1,LM_GTE_Pro
195,1205,480,1,LM_GTE_Pro
212,932,490,0,LMP2
203,933,525,0,LMP2
207,909,554,0,LMP2
208,980,520,0,LMP2
218,886,1013,0,LMP1
191,1264,460,1,LM_GTE_Pro
214,959,553,0,LMP2
190,1238,450,0,LM_GTE_Pro
214,945,542,0,LMP2
190,1218,472,0,LM_GTE_Pro
200,911,538,0,LMP2
211,938,553,0,LMP2
220,869,1157,0,LMP1
206,943,546,0,LMP2
196,1260,559,1,LM_GTE_Pro
212,912,491,0,LMP2
203,989,481,0,LMP2
217,877,1218,0,LMP1
190,1254,458,0,LM_GTE_Pro
202,992,530,0,LMP2
200,971,537,0,LMP2
198,1229,530,0,LM_GTE_Pro
216,887,1103,0,LMP1
214,970,559,0,LMP2
217,860,1160,0,LMP1
199,1248,504,0,LM_GTE_Pro
208,905,496,0,LMP2
213,945,513,0,LMP2
220,930,1060,0,LMP1
219,857,1218,0,LMP1
218,922,1014,0,LMP1
215,922,1219,0,LMP1
203,910,529,0,LMP2
206,994,527,0,LMP2
195,1201,458,1,LM_GTE_Pro
194,1231,524,1,LM_GTE_Pro
209,947,563,0,LMP2
214,951,500,0,LMP2
218,942,1167,0,LMP1
219,910,1149,0,LMP1
220,895,1075,0,LMP1
197,1236,523,0,LM_GTE_Pro
192,1252,482,1,LM_GTE_Pro
199,1208,470,0,LM_GTE_Pro
205,901,494,0,LMP2
211,997,539,0,LMP2
192,1261,485,0,LM_GTE_Pro
195,1204,479,0,LM_GTE_Pro
193,1232,484,0,LM_GTE_Pro
204,966,516,0,LMP2
194,1219,458,0,LM_GTE_Pro
196,1276,504,0,LM_GTE_Pro
194,1256,495,1,LM_GTE_Pro
210,959,530,0,LMP2
215,898,1132,0,LMP1
206,987,498,0,LMP2
219,870,1024,0,LMP1
206,996,529,0,LMP2
212,988,519,0,LMP2
202,918,517,0,LMP2
207,960,555,0,LMP2
211,966,567,0,LMP2
216,857,1250,0,LMP1
211,963,501,0,LMP2
210,937,488,0,LMP2
216,874,1192,0,LMP1
201,906,500,0,LMP2
217,885,1119,0,LMP1
217,889,991,0,LMP1
202,917,492,0,LMP2
212,945,530,0,LMP2
206,930,518,0,LMP2
190,1244,453,0,LM_GTE_Pro
204,923,526,0,LMP2
198,1210,489,1,LM_GTE_Pro
202,930,539,0,LMP2
195,1263,504,1,LM_GTE_Pro
219,921,1168,0,LMP1
199,1206,559,0,LM_GTE_Pro
208,942,569,0,LMP2
220,932,1162,0,LMP1
204,948,565,0,LMP2
212,955,543,0,LMP2
190,1260,495,1,LM_GTE_Pro
218,889,1235,0,LMP1
202,964,531,0,LMP2
218,950,1032,0,LMP1
218,892,1013,0,LMP1
215,867,1128,0,LMP1
210,983,480,0,LMP2
214,952,480,0,LMP2
200,977,534,0,LMP2
207,955,536,0,LMP2
202,952,536,0,LMP2
212,903,528,0,LMP2
207,927,522,0,LMP2
219,869,1050,0,LMP1
218,857,1087,0,LMP1
210,960,517,0,LMP2
211,906,552,0,LMP2
195,1248,485,1,LM_GTE_Pro
197,1240,513,0,LM_GTE_Pro
198,1235,543,1,LM_GTE_Pro
218,923,1172,0,LMP1
218,939,1206,0,LMP1
207,918,538,0,LMP2
208,900,550,0,LMP2
214,957,509,0,LMP2
216,874,1092,0,LMP1
190,1255,505,1,LM_GTE_Pro
192,1201,516,0,LM_GTE_Pro
193,1271,555,1,LM_GTE_Pro
203,996,484,0,LMP2
213,978,547,0,LMP2
209,961,535,0,LMP2
211,970,570,0,LMP2
198,1240,530,0,LM_GTE_Pro
204,990,485,0,LMP2
211,933,563,0,LMP2
195,1234,511,1,LM_GTE_Pro
204,978,505,0,LMP2
199,1246,548,1,LM_GTE_Pro
220,902,1002,0,LMP1
207,907,560,0,LMP2
209,938,553,0,LMP2
219,879,1053,0,LMP1
201,917,564,0,LMP2
193,1225,525,1,LM_GTE_Pro
205,909,565,0,LMP2
215,880,1207,0,LMP1
218,910,1203,0,LMP1
208,901,565,0,LMP2
201,965,531,0,LMP2
207,996,492,0,LMP2
190,1270,521,0,LM_GTE_Pro
214,980,531,0,LMP2
206,923,533,0,LMP2
204,922,484,0,LMP2
193,1238,516,0,LM_GTE_Pro
217,924,1041,0,LMP1
193,1238,455,0,LM_GTE_Pro
210,958,566,0,LMP2
218,865,1073,0,LMP1
191,1206,547,0,LM_GTE_Pro
196,1207,532,0,LM_GTE_Pro
196,1210,548,0,LM_GTE_Pro
216,908,1220,0,LMP1
209,968,556,0,LMP2
215,888,1227,0,LMP1
219,867,1178,0,LMP1
214,996,548,0,LMP2
210,931,563,0,LMP2
201,997,517,0,LMP2
206,930,484,0,LMP2
215,884,1040,0,LMP1
204,969,546,0,LMP2
192,1219,562,0,LM_GTE_Pro
198,1277,459,0,LM_GTE_Pro
218,879,1116,0,LMP1
209,962,517,0,LMP2
201,941,563,0,LMP2
214,933,528,0,LMP2
202,950,499,0,LMP2
215,853,993,0,LMP1
190,1224,537,0,LM_GTE_Pro
218,883,1239,0,LMP1
216,855,989,0,LMP1
193,1266,462,1,LM_GTE_Pro
208,974,506,0,LMP2
192,1227,545,1,LM_GTE_Pro
216,903,1190,0,LMP1
200,940,532,0,LMP2
217,866,1140,0,LMP1
202,936,505,0,LMP2
191,1246,539,0,LM_GTE_Pro
198,1207,533,0,LM_GTE_Pro
195,1202,483,1,LM_GTE_Pro
192,1219,456,1,LM_GTE_Pro
196,1239,515,1,LM_GTE_Pro
217,885,1043,0,LMP1
219,931,1125,0,LMP1
199,1271,527,1,LM_GTE_Pro
193,1274,501,1,LM_GTE_Pro
212,914,534,0,LMP2
220,890,1125,0,LMP1
220,868,1013,0,LMP1
220,934,1049,0,LMP1
213,983,480,0,LMP2
208,956,495,0,LMP2
199,1241,486,0,LM_GTE_Pro
218,888,1198,0,LMP1
220,908,1241,0,LMP1
201,963,498,0,LMP2
206,938,526,0,LMP2
202,995,487,0,LMP2
201,917,523,0,LMP2
219,945,985,0,LMP1
195,1219,560,0,LM_GTE_Pro
212,967,569,0,LMP2
213,914,552,0,LMP2
217,923,1237,0,LMP1
218,897,995,0,LMP1
203,914,520,0,LMP2
209,915,512,0,LMP2
196,1255,465,0,LM_GTE_Pro
200,932,503,0,LMP2
216,851,1170,0,LMP1
214,905,500,0,LMP2
204,938,515,0,LMP2
208,917,559,0,LMP2
205,975,520,0,LMP2
209,999,514,0,LMP2
220,891,1085,0,LMP1
208,946,544,0,LMP2
204,960,500,0,LMP2
201,965,538,0,LMP2
194,1241,514,0,LM_GTE_Pro
199,1267,450,1,LM_GTE_Pro
209,903,570,0,LMP2
203,986,504,0,LMP2
195,1253,458,1,LM_GTE_Pro
191,1252,493,0,LM_GTE_Pro
208,905,521,0,LMP2
202,939,528,0,LMP2
210,996,551,0,LMP2
210,991,558,0,LMP2
214,973,521,0,LMP2
198,1238,473,1,LM_GTE_Pro
193,1279,471,1,LM_GTE_Pro
219,905,1130,0,LMP1
216,904,1157,0,LMP1
190,1210,553,0,LM_GTE_Pro
195,1242,536,1,LM_GTE_Pro
216,949,1033,0,LMP1
203,995,503,0,LMP2
200,901,519,0,LMP2
203,993,482,0,LMP2
206,953,493,0,LMP2
207,944,561,0,LMP2
211,974,546,0,LMP2
195,1209,469,0,LM_GTE_Pro
214,964,530,0,LMP2
208,940,536,0,LMP2
218,880,1212,0,LMP1
210,993,483,0,LMP2
198,1206,467,0,LM_GTE_Pro
195,1216,472,0,LM_GTE_Pro
207,940,557,0,LMP2
192,1211,543,0,LM_GTE_Pro
209,984,537,0,LMP2
214,968,565,0,LMP2
195,1254,497,0,LM_GTE_Pro
213,970,550,0,LMP2
202,946,562,0,LMP2
206,982,488,0,LMP2
203,920,483,0,LMP2
206,943,508,0,LMP2
215,935,1145,0,LMP1
219,912,1218,0,LMP1
207,930,557,0,LMP2
211,950,484,0,LMP2
198,1268,524,0,LM_GTE_Pro
204,917,510,0,LMP2
192,1268,510,1,LM_GTE_Pro
219,930,1231,0,LMP1
207,987,569,0,LMP2
197,1256,495,1,LM_GTE_Pro
200,903,549,0,LMP2
209,938,521,0,LMP2
199,1211,519,0,LM_GTE_Pro
220,928,984,0,LMP1
204,954,496,0,LMP2
199,1221,480,0,LM_GTE_Pro
205,940,508,0,LMP2
196,1222,511,1,LM_GTE_Pro
218,906,1250,0,LMP1
217,902,1094,0,LMP1
192,1243,453,1,LM_GTE_Pro
213,976,518,0,LMP2
193,1204,476,1,LM_GTE_Pro
202,927,544,0,LMP2
210,956,488,0,LMP2
202,964,552,0,LMP2
214,916,504,0,LMP2
192,1226,537,1,LM_GTE_Pro
208,943,515,0,LMP2
197,1272,522,1,LM_GTE_Pro
201,909,570,0,LMP2
204,1000,566,0,LMP2
219,850,1015,0,LMP1
205,904,557,0,LMP2
199,1274,554,1,LM_GTE_Pro
218,924,1200,0,LMP1
207,986,536,0,LMP2
208,933,547,0,LMP2
206,928,499,0,LMP2
202,950,522,0,LMP2
201,901,558,0,LMP2
220,863,1098,0,LMP1
219,929,1219,0,LMP1
192,1241,563,0,LM_GTE_Pro
204,1000,502,0,LMP2
217,923,984,0,LMP1
192,1211,504,0,LM_GTE_Pro
191,1232,508,1,LM_GTE_Pro
204,956,519,0,LMP2
220,918,1049,0,LMP1
198,1235,482,1,LM_GTE_Pro
208,971,544,0,LMP2
196,1253,459,0,LM_GTE_Pro
194,1256,478,1,LM_GTE_Pro
191,1238,465,0,LM_GTE_Pro
206,931,515,0,LMP2
206,956,483,0,LMP2
213,904,541,0,LMP2
200,966,519,0,LMP2
194,1262,478,0,LM_GTE_Pro
196,1247,520,1,LM_GTE_Pro
210,960,494,0,LMP2
211,908,543,0,LMP2
201,992,488,0,LMP2
216,897,1009,0,LMP1
194,1208,557,0,LM_GTE_Pro
191,1254,471,1,LM_GTE_Pro
210,938,508,0,LMP2
195,1259,516,0,LM_GTE_Pro
220,873,1123,0,LMP1
216,868,1098,0,LMP1
190,1207,478,1,LM_GTE_Pro
203,989,502,0,LMP2
208,935,533,0,LMP2
207,905,506,0,LMP2
196,1248,454,1,LM_GTE_Pro
191,1230,509,1,LM_GTE_Pro
208,902,511,0,LMP2
216,922,1246,0,LMP1
216,873,1137,0,LMP1
196,1210,453,1,LM_GTE_Am
211,992,494,0,LMP2
193,1217,484,0,LM_GTE_Pro
204,944,554,0,LMP2
217,942,1246,0,LMP1
205,975,564,0,LMP2
198,1262,503,0,LM_GTE_Pro
196,1275,556,0,LM_GTE_Pro
195,1210,542,1,LM_GTE_Pro
210,955,545,0,LMP2
197,1261,480,0,LM_GTE_Pro
216,948,993,0,LMP1
190,1221,558,1,LM_GTE_Pro
215,918,1077,0,LMP1
190,1229,469,1,LM_GTE_Pro
210,978,522,0,LMP2
210,905,513,0,LMP2
202,988,533,0,LMP2
202,949,565,0,LMP2
208,967,505,0,LMP2
207,990,496,0,LMP2
210,938,531,0,LMP2
199,1270,496,1,LM_GTE_Pro
208,906,504,0,LMP2
217,912,1241,0,LMP1
208,967,524,0,LMP2
203,985,503,0,LMP2
207,918,527,0,LMP2
216,912,1246,0,LMP1
199,1270,559,1,LM_GTE_Pro
216,866,1089,0,LMP1
214,911,494,0,LMP2
214,954,527,0,LMP2
203,982,558,0,LMP2
218,934,1093,0,LMP1
194,1233,504,0,LM_GTE_Pro
212,910,566,0,LMP2
193,1277,464,0,LM_GTE_Pro
207,993,480,0,LMP2
209,965,488,0,LMP2
195,1214,542,1,LM_GTE_Pro
214,949,496,0,LMP2
193,1229,489,1,LM_GTE_Pro
218,861,1089,0,LMP1
200,939,509,0,LMP2
198,1268,463,0,LM_GTE_Pro
190,1237,533,1,LM_GTE_Pro
197,1214,456,0,LM_GTE_Pro
202,953,531,0,LMP2
216,896,1092,0,LMP1
202,984,507,0,LMP2
217,932,1099,0,LMP1
192,1271,498,0,LM_GTE_Pro
208,974,561,0,LMP2
210,922,481,0,LMP2
219,930,1092,0,LMP1
197,1258,544,1,LM_GTE_Pro
208,903,480,0,LMP2
208,913,485,0,LMP2
215,922,1134,0,LMP1
214,999,495,0,LMP2
193,1257,484,0,LM_GTE_Pro
210,944,492,0,LMP2
196,1238,475,1,LM_GTE_Pro
193,1260,522,0,LM_GTE_Pro
197,1220,516,1,LM_GTE_Pro
216,873,1177,0,LMP1
212,950,498,0,LMP2
192,1234,500,1,LM_GTE_Pro
207,919,501,0,LMP2
218,915,1037,0,LMP1
206,904,487,0,LMP2
210,932,500,0,LMP2
193,1211,486,0,LM_GTE_Pro
197,1259,481,0,LM_GTE_Pro
199,1244,463,0,LM_GTE_Pro
194,1246,465,1,LM_GTE_Pro
190,1249,482,0,LM_GTE_Pro
205,996,533,0,LMP2
215,896,1232,0,LMP1
197,1206,511,0,LM_GTE_Pro
197,1240,474,0,LM_GTE_Pro
197,1243,554,1,LM_GTE_Pro
200,957,495,0,LMP2
190,1222,452,0,LM_GTE_Pro
197,1232,481,1,LM_GTE_Pro
210,943,488,0,LMP2
190,1211,504,1,LM_GTE_Pro
194,1274,487,1,LM_GTE_Pro
211,915,491,0,LMP2
202,922,485,0,LMP2
193,1202,528,0,LM_GTE_Pro
216,896,1083,0,LMP1
193,1238,543,1,LM_GTE_Pro
206,914,563,0,LMP2
201,977,507,0,LMP2
203,966,516,0,LMP2
194,1240,511,0,LM_GTE_Pro
194,1222,539,0,LM_GTE_Pro
218,917,1196,0,LMP1
208,990,547,0,LMP2
194,1257,459,1,LM_GTE_Pro
212,939,561,0,LMP2
193,1251,480,1,LM_GTE_Pro
197,1232,457,1,LM_GTE_Pro
216,939,1157,0,LMP1
193,1272,511,1,LM_GTE_Pro
212,907,555,0,LMP2
217,907,1117,0,LMP1
219,896,1066,0,LMP1
220,933,1000,0,LMP1
208,925,490,0,LMP2
216,886,1008,0,LMP1
220,938,1053,0,LMP1
208,944,540,0,LMP2
207,914,508,0,LMP2
204,938,513,0,LMP2
208,983,569,0,LMP2
216,851,1166,0,LMP1
214,941,508,0,LMP2
203,983,496,0,LMP2
191,1211,550,0,LM_GTE_Pro
190,1275,546,1,LM_GTE_Pro
206,915,550,0,LMP2
218,942,1137,0,LMP1
210,971,527,0,LMP2
206,929,561,0,LMP2
210,904,537,0,LMP2
199,1235,537,1,LM_GTE_Pro
214,976,516,0,LMP2
198,1224,523,0,LM_GTE_Pro
205,940,530,0,LMP2
215,900,1172,0,LMP1
192,1221,488,0,LM_GTE_Pro
216,853,996,0,LMP1
215,934,1019,0,LMP1
208,1000,562,0,LMP2
192,1219,558,1,LM_GTE_Pro
204,953,562,0,LMP2
201,983,544,0,LMP2
210,974,524,0,LMP2
213,987,512,0,LMP2
191,1235,480,0,LM_GTE_Pro
200,952,540,0,LMP2
196,1267,490,0,LM_GTE_Pro
194,1260,559,0,LM_GTE_Pro
199,1244,455,0,LM_GTE_Pro
192,1214,479,1,LM_GTE_Pro
212,968,484,0,LMP2
194,1204,498,0,LM_GTE_Pro
212,919,561,0,LMP2
202,935,505,0,LMP2
219,942,1145,0,LMP1
213,993,515,0,LMP2
215,950,1227,0,LMP1
205,977,557,0,LMP2
214,986,491,0,LMP2
194,1237,537,0,LM_GTE_Pro
209,914,560,0,LMP2
196,1234,480,0,LM_GTE_Pro
198,1203,537,0,LM_GTE_Pro
217,948,1075,0,LMP1
210,987,486,0,LMP2
204,922,488,0,LMP2
208,929,531,0,LMP2
205,949,559,0,LMP2
208,947,563,0,LMP2
208,994,491,0,LMP2
201,951,560,0,LMP2
195,1266,473,0,LM_GTE_Pro
205,908,567,0,LMP2
208,994,568,0,LMP2
198,1200,519,0,LM_GTE_Pro
205,912,493,0,LMP2
214,934,519,0,LMP2
196,1200,523,1,LM_GTE_Pro
199,1243,563,0,LM_GTE_Pro
209,913,556,0,LMP2
210,955,482,0,LMP2
210,903,531,0,LMP2
219,885,1084,0,LMP1
204,975,488,0,LMP2
194,1245,519,1,LM_GTE_Pro
214,979,516,0,LMP2
199,1226,524,0,LM_GTE_Pro
205,992,489,0,LMP2
218,903,1124,0,LMP1
198,1205,474,1,LM_GTE_Pro
202,992,557,0,LMP2
204,995,514,0,LMP2
216,928,1035,0,LMP1
215,941,1002,0,LMP1
210,963,499,0,LMP2
205,943,498,0,LMP2
193,1258,555,1,LM_GTE_Pro
211,985,509,0,LMP2
200,949,542,0,LMP2
214,935,546,0,LMP2
198,1231,527,0,LM_GTE_Pro
198,1219,463,1,LM_GTE_Pro
217,940,1130,0,LMP1
213,902,480,0,LMP2
208,960,548,0,LMP2
201,939,488,0,LMP2
219,912,1248,0,LMP1
202,988,492,0,LMP2
190,1245,526,0,LM_GTE_Pro
201,931,568,0,LMP2
190,1213,500,0,LM_GTE_Pro
208,968,554,0,LMP2
209,930,487,0,LMP2
207,929,529,0,LMP2
200,975,569,0,LMP2
218,867,1241,0,LMP1
194,1220,481,0,LM_GTE_Pro
208,997,494,0,LMP2
205,944,566,0,LMP2
208,921,556,0,LMP2
206,949,480,0,LMP2
199,1240,469,0,LM_GTE_Pro
190,1234,543,1,LM_GTE_Pro
193,1269,562,0,LM_GTE_Pro
210,990,544,0,LMP2
191,1240,470,1,LM_GTE_Pro
211,917,507,0,LMP2
198,1223,559,1,LM_GTE_Pro
200,964,495,0,LMP2
208,916,545,0,LMP2
206,938,532,0,LMP2
199,1274,556,1,LM_GTE_Pro
207,961,489,0,LMP2
200,917,560,0,LMP2
193,1243,551,0,LM_GTE_Pro
196,1245,512,1,LM_GTE_Pro
196,1204,502,0,LM_GTE_Pro
206,956,494,0,LMP2
215,906,1124,0,LMP1
216,853,1118,0,LMP1
199,1231,542,1,LM_GTE_Pro
206,949,499,0,LMP2
208,936,570,0,LMP2
213,999,500,0,LMP2
194,1269,450,0,LM_GTE_Pro
195,1201,481,0,LM_GTE_Pro
196,1228,507,0,LM_GTE_Pro
217,861,1033,0,LMP1
209,955,509,0,LMP2
206,943,535,0,LMP2
218,948,1184,0,LMP1
209,951,536,0,LMP2
190,1258,557,1,LM_GTE_Pro
200,952,538,0,LMP2
206,916,569,0,LMP2
191,1272,481,0,LM_GTE_Pro
206,995,566,0,LMP2
196,1223,558,1,LM_GTE_Am
199,1263,491,0,LM_GTE_Pro
209,933,527,0,LMP2
193,1223,493,0,LM_GTE_Pro
214,955,516,0,LMP2
206,988,509,0,LMP2
218,950,1206,0,LMP1
206,926,546,0,LMP2
219,900,1095,0,LMP1
210,977,480,0,LMP2
196,1255,558,1,LM_GTE_Pro
214,997,538,0,LMP2
190,1278,479,0,LM_GTE_Pro
212,968,529,0,LMP2
197,1233,496,1,LM_GTE_Pro
193,1235,494,1,LM_GTE_Pro
209,903,517,0,LMP2
208,988,554,0,LMP2
219,866,1160,0,LMP1
190,1274,454,1,LM_GTE_Pro
199,1225,558,0,LM_GTE_Pro
211,904,521,0,LMP2
195,1246,559,1,LM_GTE_Pro
196,1265,494,0,LM_GTE_Pro
207,923,510,0,LMP2
216,944,1032,0,LMP1
219,898,989,0,LMP1
198,1252,524,0,LM_GTE_Pro
207,910,514,0,LMP2
191,1274,530,0,LM_GTE_Pro
191,1209,541,0,LM_GTE_Pro
206,912,519,0,LMP2
199,1256,505,0,LM_GTE_Pro
206,934,518,0,LMP2
195,1231,538,1,LM_GTE_Am
218,881,1170,0,LMP1
204,962,518,0,LMP2
212,932,553,0,LMP2
212,939,511,0,LMP2
215,852,1213,0,LMP1
213,925,535,0,LMP2
215,933,1156,0,LMP1
197,1226,562,0,LM_GTE_Pro
217,905,1063,0,LMP1
198,1269,499,1,LM_GTE_Pro
204,1000,567,0,LMP2
207,941,511,0,LMP2
192,1240,491,1,LM_GTE_Pro
209,999,544,0,LMP2
202,900,519,0,LMP2
200,922,528,0,LMP2
200,937,513,0,LMP2
199,1213,551,1,LM_GTE_Pro
